state_id,county,policy_level,date,policy_type,start_stop
TN,,state,3/20/20,Childcare (K-12),start
PA,Montgomery,county,6/26/20,Phase 2,start
FL,Palm Beach County,county,3/30/20,Shelter in Place,start
MI,Manistee,county,7/31/20,Entertainment,start
MO,St. Louis County,county,3/23/20,Shelter in Place,start
MS,Hinds,county,7/13/20,Manufacturing,start
PA,Schuylkill,county,6/19/20,Phase 2,start
PR,,state,3/15/20,Shelter in Place,start
CT,,state,4/10/20,Renter Grace Period Or Use Of Security Deposit To Pay Rent,start
MS,Madison,county,7/13/20,Food and Drink,start
ME,Oxford,county,5/18/20,Food and Drink,start
CO,Otero,county,10/30/20,Non-Essential Businesses,start
GA,Fulton,county,4/1/20,Entertainment,start
MT,,state,3/12/20,State of Emergency,start
MI,Chippewa,county,7/31/20,Entertainment,start
MI,Leelanau,county,7/31/20,Entertainment,start
OR,Umatilla County,county,7/31/20,Shelter in Place,start
MS,Yalobusha,county,7/25/20,Phase 3,start
OH,Hamilton,county,7/23/20,Public Health Advisory System,start
MS,,state,3/19/20,Suspended Elective Medical Dental Procedures,start
TX,Bexar,county,5/19/20,Entertainment,start
OH,Delaware,county,7/17/20,Mask Requirement,start
MT,,state,3/20/20,Food and Drink,start
NY,,state,4/17/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
NE,Richardson,county,4/3/20,Shelter in Place,start
VT,,state,3/13/20,State of Emergency,start
CT,,state,4/10/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
ND,Foster,county,9/3/20,Phase 5,start
FL,Miami-Dade,county,7/3/20,Outdoor and Recreation,start
ND,Renville,county,9/3/20,Phase 5,start
PA,Bucks,county,6/26/20,Phase 2,start
OH,Butler,county,7/8/20,Mask Requirement,start
WA,,state,5/4/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
ME,Waldo,county,5/11/20,Non-Essential Businesses,start
MA,,state,3/24/20,Shelter in Place,start
RI,,state,3/25/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
IL,Washington,county,8/18/20,Entertainment,start
PA,,state,3/18/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
TN,,state,3/31/20,Order Freezing Utility Shut Offs,start
MI,Houghton,county,7/31/20,Outdoor and Recreation,start
ND,Stark,county,9/3/20,Food and Drink,start
KS,,state,3/24/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
ME,Kennebec,county,5/18/20,Outdoor and Recreation,start
OH,,state,3/17/20,Gyms,start
ND,Mercer,county,9/3/20,Phase 5,start
UT,,state,3/16/20,Childcare (K-12),start
WI,,state,3/17/20,Allow Audio Only Telehealth,start
ME,Somerset,county,5/18/20,Outdoor and Recreation,start
FL,Miami-Dade,county,9/14/20,Phase 2,start
ND,Nelson,county,9/3/20,Childcare (K-12),start
ME,Aroostook,county,5/18/20,Food and Drink,start
PA,Cameron County,county,4/30/20,Shelter in Place,stop
MS,Jackson,county,7/20/20,Houses of Worship,stop
NE,Hamilton,county,5/6/20,Shelter in Place,stop
TN,,state,5/1/20,Gyms,stop
WI,,state,5/11/20,Non-Essential Businesses,stop
TX,Cameron County,county,8/20/20,Shelter in Place,stop
FL,Orange County,county,4/9/20,Shelter in Place,stop
MD,,state,5/15/20,Shelter in Place,stop
TX,Smith County,county,4/30/20,Shelter in Place,stop
MO,Jackson,county,5/31/20,Phase 1,stop
MS,Grenada,county,7/20/20,Houses of Worship,stop
UT,,state,5/1/20,Non-Essential Businesses,stop
CA,Marin County,county,5/31/20,Shelter in Place,stop
MS,Hinds,county,7/20/20,Childcare (K-12),stop
KS,Reno County,county,4/14/20,Shelter in Place,stop
KS,Johnson County,county,4/23/20,Shelter in Place,stop
FL,,state,5/4/20,Shelter in Place,stop
TX,Callahan County,county,5/4/20,Shelter in Place,stop
KS,McPherson County,county,4/25/20,Shelter in Place,stop
MO,Jackson,county,5/31/20,Childcare (K-12),stop
NV,,state,5/9/20,Non-Essential Businesses,stop
RI,,state,5/8/20,Shelter in Place,stop
GA,,state,4/24/20,Gyms,stop
IN,Cass,county,6/1/20,Phase 2,stop
NE,Gage,county,5/11/20,Shelter in Place,stop
MT,,state,4/27/20,Shelter in Place,stop
AK,,state,4/24/20,Food and Drink,stop
MS,Quitman,county,7/20/20,Childcare (K-12),stop
NM,,state,5/31/20,Shelter in Place,stop
TX,Guadalupe County,county,4/30/20,Shelter in Place,stop
MO,Christian County,county,4/25/20,Shelter in Place,stop
NE,Arthur,county,5/11/20,Shelter in Place,stop
RI,,state,6/1/20,Gyms,stop
NE,Douglas,county,4/30/20,Shelter in Place,stop
LA,,state,5/15/20,Shelter in Place,stop
MO,Pulaski County,county,4/30/20,Shelter in Place,stop
IA,,state,5/15/20,Food and Drink,stop
NE,Boone,county,5/11/20,Shelter in Place,stop
CO,Pitkin County,county,4/30/20,Shelter in Place,stop
CA,Amador County,county,4/30/20,Shelter in Place,stop
WA,,state,5/5/20,Non-Essential Businesses,stop
KS,Miami County,county,4/23/20,Shelter in Place,stop
TX,El Paso County,county,11/8/20,Shelter in Place,stop
GA,Carroll County,county,4/12/20,Shelter in Place,stop
KS,Rooks County,county,4/28/20,Shelter in Place,stop
MS,Rankin,county,7/20/20,Outdoor and Recreation,stop
GA,Douglas County,county,4/10/20,Shelter in Place,stop
WV,Monongalia,county,8/13/20,Bars,stop
TX,San Augustine County,county,4/30/20,Shelter in Place,stop
TX,Madison County,county,4/12/20,Shelter in Place,stop
TX,Lampasas County,county,4/21/20,Shelter in Place,stop
TX,,state,5/1/20,Non-Essential Businesses,stop
GA,Dougherty County,county,4/7/20,Shelter in Place,stop
TX,Bexar,county,6/4/20,Non-Essential Businesses,stop
IL,,state,5/29/20,Non-Essential Businesses,stop
MO,Vernon County,county,5/1/20,Shelter in Place,stop
IN,Cass,county,5/13/20,Phase 3,stop
MS,Jackson,county,7/20/20,Outdoor and Recreation,stop
NE,Lancaster,county,10/31/20,Childcare (K-12),stop
DE,,state,5/8/20,Non-Essential Businesses,stop
MO,,state,5/3/20,Shelter in Place,stop
MO,Ray County,county,4/24/20,Shelter in Place,stop
GA,Lowndes County,county,4/6/20,Shelter in Place,stop
TX,Nueces County,county,4/30/20,Shelter in Place,stop
MS,Sunflower,county,7/20/20,Houses of Worship,stop
CA,Colusa County,county,5/8/20,Shelter in Place,stop
NE,Dixon,county,5/11/20,Shelter in Place,stop
NY,Cattaraugus,county,6/30/20,Food and Drink,stop
CO,,state,4/26/20,Shelter in Place,stop
MS,Grenada,county,7/20/20,Manufacturing,stop
MS,Madison,county,7/20/20,Food and Drink,stop
TN,,state,4/27/20,Food and Drink,stop
IA,Black Hawk,county,9/20/20,Food and Drink,stop
TX,Trinity County,county,4/30/20,Shelter in Place,stop
ND,,state,5/1/20,Gyms,stop
VI,,state,4/30/20,Shelter in Place,stop
PA,Allegheny County,county,4/30/20,Shelter in Place,stop
VA,,state,5/29/20,Food and Drink,stop
ID,,state,5/16/20,Food and Drink,stop
AR,,state,5/11/20,Food and Drink,stop
AL,,state,4/30/20,Shelter in Place,stop
TX,Travis County,county,5/8/20,Shelter in Place,stop
NH,,state,5/31/20,Shelter in Place,stop
TX,Liberty County,county,4/30/20,Shelter in Place,stop
MO,Johnson County,county,4/30/20,Shelter in Place,stop
TX,Tyler County,county,3/28/20,Shelter in Place,start
IN,,state,4/27/20,Resumed Elective Medical Procedures,start
WI,,state,3/27/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
MS,Claiborne,county,7/13/20,Outdoor and Recreation,start
MS,Harrison,county,7/13/20,Day Care,start
MI,Luce,county,7/31/20,Outdoor and Recreation,start
NY,New York,county,6/8/20,Non-Essential Businesses,start
TX,Morris,county,7/3/20,Mask Requirement,start
ME,Piscataquis,county,5/18/20,Outdoor and Recreation,start
MS,Jefferson,county,7/20/20,Manufacturing,stop
FL,Broward,county,9/14/20,Phase 2,start
DC,,state,3/25/20,Non-Essential Businesses,start
SC,,state,3/15/20,Nursing Homes,start
AL,,state,3/19/20,Nursing Homes,start
ND,Barnes,county,9/3/20,Food and Drink,start
SD,,state,3/16/20,Childcare (K-12),start
CA,Nevada County,county,4/15/20,Shelter in Place,start
NC,,state,3/19/20,Order Freezing Utility Shut Offs,start
FL,,state,3/20/20,Gyms,start
MS,Hinds,county,7/13/20,Food and Drink,start
TX,Foard,county,7/3/20,Mask Requirement,start
TX,Victoria County,county,4/30/20,Shelter in Place,stop
NE,Cuming,county,5/6/20,Shelter in Place,stop
NE,Colfax,county,5/11/20,Shelter in Place,stop
TX,Wichita County,county,4/27/20,Shelter in Place,stop
